trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
20815151-2013-COMBMAST-Weekday-17,9:44:00,9:44:00,4531,12,0,0
20817214-2013-COMBMAST-Weekday-17,9:46:00,9:46:00,4531,44,0,0
20808878-2013-COMBMAST-Weekday-17,9:49:00,9:49:00,4531,41,0,0
20816889-2013-COMBMAST-Weekday-17,9:49:00,9:49:00,4531,5,0,0
20817252-2013-COMBMAST-Weekday-17,9:50:00,9:50:00,4531,20,0,0
20808052-2013-COMBMAST-Weekday-17,9:53:00,9:53:00,4531,31,0,0
20808679-2013-COMBMAST-Weekday-17,9:53:00,9:53:00,4531,6,0,0
20808135-2013-COMBMAST-Weekday-17,9:54:00,9:54:00,4531,31,0,0
20807475-2013-COMBMAST-Weekday-17,9:59:00,9:59:00,4531,42,0,0
20809058-2013-COMBMAST-Weekday-17,10:00:00,10:00:00,4531,27,0,0
20808233-2013-COMBMAST-Weekday-17,10:04:00,10:04:00,4531,5,0,0
20817346-2013-COMBMAST-Weekday-17,10:05:00,10:05:00,4531,20,0,0
20817177-2013-COMBMAST-Weekday-17,10:10:00,10:10:00,4531,38,0,0
20808303-2013-COMBMAST-Weekday-17,10:14:00,10:14:00,4531,44,0,0
20817288-2013-COMBMAST-Weekday-17,10:16:00,10:16:00,4531,41,0,0
20817508-2013-COMBMAST-Weekday-17,10:19:00,10:19:00,4531,5,0,0
20817425-2013-COMBMAST-Weekday-17,10:20:00,10:20:00,4531,20,0,0
20806853-2013-COMBMAST-Weekday-17,10:22:00,10:22:00,4531,31,0,0
20808621-2013-COMBMAST-Weekday-17,10:23:00,10:23:00,4531,6,0,0
20808919-2013-COMBMAST-Weekday-17,10:23:00,10:23:00,4531,31,0,0
20808958-2013-COMBMAST-Weekday-17,10:26:00,10:26:00,4531,42,0,0
20814429-2013-COMBMAST-Weekday-17,10:34:00,10:34:00,4531,5,0,0
20807969-2013-COMBMAST-Weekday-17,10:35:00,10:35:00,4531,20,0,0
20817011-2013-COMBMAST-Weekday-17,10:40:00,10:40:00,4531,38,0,0
20815949-2013-COMBMAST-Weekday-17,10:42:00,10:42:00,4531,20,0,0
20817429-2013-COMBMAST-Weekday-17,10:44:00,10:44:00,4531,44,0,0
20816673-2013-COMBMAST-Weekday-17,10:46:00,10:46:00,4531,41,0,0
20817486-2013-COMBMAST-Weekday-17,10:49:00,10:49:00,4531,5,0,0
20816035-2013-COMBMAST-Weekday-17,10:50:00,10:50:00,4531,20,0,0
20817414-2013-COMBMAST-Weekday-17,10:52:00,10:52:00,4531,31,0,0
20807535-2013-COMBMAST-Weekday-17,10:53:00,10:53:00,4531,6,0,0
20815643-2013-COMBMAST-Weekday-17,10:53:00,10:53:00,4531,31,0,0
20807834-2013-COMBMAST-Weekday-17,10:56:00,10:56:00,4531,42,0,0
20817577-2013-COMBMAST-Weekday-17,11:00:00,11:00:00,4531,27,0,0
20816008-2013-COMBMAST-Weekday-17,11:04:00,11:04:00,4531,5,0,0
20816415-2013-COMBMAST-Weekday-17,11:05:00,11:05:00,4531,20,0,0
20808629-2013-COMBMAST-Weekday-17,11:10:00,11:10:00,4531,38,0,0
20808750-2013-COMBMAST-Weekday-17,11:14:00,11:14:00,4531,44,0,0
20808262-2013-COMBMAST-Weekday-17,11:16:00,11:16:00,4531,41,0,0
20816533-2013-COMBMAST-Weekday-17,11:19:00,11:19:00,4531,5,0,0
20808245-2013-COMBMAST-Weekday-17,11:20:00,11:20:00,4531,20,0,0
20807883-2013-COMBMAST-Weekday-17,11:22:00,11:22:00,4531,31,0,0
20807918-2013-COMBMAST-Weekday-17,11:23:00,11:23:00,4531,6,0,0
20816475-2013-COMBMAST-Weekday-17,11:23:00,11:23:00,4531,31,0,0
20816053-2013-COMBMAST-Weekday-17,11:26:00,11:26:00,4531,42,0,0
20808202-2013-COMBMAST-Weekday-17,11:34:00,11:34:00,4531,5,0,0
20816463-2013-COMBMAST-Weekday-17,11:35:00,11:35:00,4531,20,0,0
20817534-2013-COMBMAST-Weekday-17,11:40:00,11:40:00,4531,38,0,0
20807399-2013-COMBMAST-Weekday-17,11:42:00,11:42:00,4531,20,0,0
20807931-2013-COMBMAST-Weekday-17,11:44:00,11:44:00,4531,44,0,0
20817554-2013-COMBMAST-Weekday-17,11:46:00,11:46:00,4531,41,0,0
20814981-2013-COMBMAST-Weekday-17,11:49:00,11:49:00,4531,5,0,0
20807390-2013-COMBMAST-Weekday-17,11:50:00,11:50:00,4531,20,0,0
20816443-2013-COMBMAST-Weekday-17,11:52:00,11:52:00,4531,31,0,0
20808638-2013-COMBMAST-Weekday-17,11:53:00,11:53:00,4531,31,0,0
20808680-2013-COMBMAST-Weekday-17,11:53:00,11:53:00,4531,6,0,0
20808313-2013-COMBMAST-Weekday-17,11:56:00,11:56:00,4531,42,0,0
20815845-2013-COMBMAST-Weekday-17,12:00:00,12:00:00,4531,27,0,0
20815005-2013-COMBMAST-Weekday-17,12:04:00,12:04:00,4531,5,0,0
20807855-2013-COMBMAST-Weekday-17,12:05:00,12:05:00,4531,20,0,0
20808433-2013-COMBMAST-Weekday-17,12:10:00,12:10:00,4531,38,0,0
20808298-2013-COMBMAST-Weekday-17,12:14:00,12:14:00,4531,44,0,0
20808701-2013-COMBMAST-Weekday-17,12:16:00,12:16:00,4531,41,0,0
20816374-2013-COMBMAST-Weekday-17,12:19:00,12:19:00,4531,5,0,0
20808326-2013-COMBMAST-Weekday-17,12:20:00,12:20:00,4531,20,0,0
20815726-2013-COMBMAST-Weekday-17,12:22:00,12:22:00,4531,31,0,0
20808820-2013-COMBMAST-Weekday-17,12:23:00,12:23:00,4531,6,0,0
20816956-2013-COMBMAST-Weekday-17,12:23:00,12:23:00,4531,31,0,0
20808161-2013-COMBMAST-Weekday-17,12:26:00,12:26:00,4531,42,0,0
20816940-2013-COMBMAST-Weekday-17,12:34:00,12:34:00,4531,5,0,0
20816781-2013-COMBMAST-Weekday-17,12:35:00,12:35:00,4531,20,0,0
20815627-2013-COMBMAST-Weekday-17,12:40:00,12:40:00,4531,38,0,0
20806856-2013-COMBMAST-Weekday-17,12:42:00,12:42:00,4531,20,0,0
20808288-2013-COMBMAST-Weekday-17,12:44:00,12:44:00,4531,44,0,0
20815016-2013-COMBMAST-Weekday-17,12:46:00,12:46:00,4531,41,0,0
20815693-2013-COMBMAST-Weekday-17,12:49:00,12:49:00,4531,5,0,0
20807757-2013-COMBMAST-Weekday-17,12:50:00,12:50:00,4531,20,0,0
20808890-2013-COMBMAST-Weekday-17,12:52:00,12:52:00,4531,31,0,0
20808586-2013-COMBMAST-Weekday-17,12:53:00,12:53:00,4531,31,0,0
20815859-2013-COMBMAST-Weekday-17,12:53:00,12:53:00,4531,6,0,0
20808879-2013-COMBMAST-Weekday-17,12:56:00,12:56:00,4531,42,0,0
20807730-2013-COMBMAST-Weekday-17,13:00:00,13:00:00,4531,27,0,0
20809062-2013-COMBMAST-Weekday-17,13:04:00,13:04:00,4531,5,0,0
20816378-2013-COMBMAST-Weekday-17,13:05:00,13:05:00,4531,20,0,0
20816405-2013-COMBMAST-Weekday-17,13:10:00,13:10:00,4531,38,0,0
20806845-2013-COMBMAST-Weekday-17,13:14:00,13:14:00,4531,44,0,0
20808305-2013-COMBMAST-Weekday-17,13:16:00,13:16:00,4531,41,0,0
20808451-2013-COMBMAST-Weekday-17,13:19:00,13:19:00,4531,5,0,0
20816614-2013-COMBMAST-Weekday-17,13:20:00,13:20:00,4531,20,0,0
20817039-2013-COMBMAST-Weekday-17,13:22:00,13:22:00,4531,31,0,0
20808681-2013-COMBMAST-Weekday-17,13:23:00,13:23:00,4531,31,0,0
20815895-2013-COMBMAST-Weekday-17,13:23:00,13:23:00,4531,6,0,0
20807485-2013-COMBMAST-Weekday-17,13:26:00,13:26:00,4531,42,0,0
20807886-2013-COMBMAST-Weekday-17,13:34:00,13:34:00,4531,5,0,0
20816722-2013-COMBMAST-Weekday-17,13:35:00,13:35:00,4531,20,0,0
20807937-2013-COMBMAST-Weekday-17,13:40:00,13:40:00,4531,38,0,0
20806858-2013-COMBMAST-Weekday-17,13:42:00,13:42:00,4531,20,0,0
20816537-2013-COMBMAST-Weekday-17,13:44:00,13:44:00,4531,44,0,0
20816671-2013-COMBMAST-Weekday-17,13:46:00,13:46:00,4531,41,0,0
20816899-2013-COMBMAST-Weekday-17,13:49:00,13:49:00,4531,5,0,0
20816747-2013-COMBMAST-Weekday-17,13:50:00,13:50:00,4531,20,0,0
20817097-2013-COMBMAST-Weekday-17,13:52:00,13:52:00,4531,31,0,0
20817051-2013-COMBMAST-Weekday-17,13:53:00,13:53:00,4531,31,0,0
20817072-2013-COMBMAST-Weekday-17,13:53:00,13:53:00,4531,6,0,0
20808874-2013-COMBMAST-Weekday-17,13:56:00,13:56:00,4531,42,0,0
20807983-2013-COMBMAST-Weekday-17,14:00:00,14:00:00,4531,27,0,0
20816761-2013-COMBMAST-Weekday-17,14:04:00,14:04:00,4531,5,0,0
20816691-2013-COMBMAST-Weekday-17,14:05:00,14:05:00,4531,20,0,0
20817074-2013-COMBMAST-Weekday-17,14:10:00,14:10:00,4531,38,0,0
20815818-2013-COMBMAST-Weekday-17,14:14:00,14:14:00,4531,44,0,0
20815673-2013-COMBMAST-Weekday-17,14:16:00,14:16:00,4531,41,0,0
20817001-2013-COMBMAST-Weekday-17,14:19:00,14:19:00,4531,5,0,0
20807971-2013-COMBMAST-Weekday-17,14:20:00,14:20:00,4531,20,0,0
20807744-2013-COMBMAST-Weekday-17,14:22:00,14:22:00,4531,31,0,0
20807943-2013-COMBMAST-Weekday-17,14:23:00,14:23:00,4531,31,0,0
20808224-2013-COMBMAST-Weekday-17,14:23:00,14:23:00,4531,6,0,0
20808631-2013-COMBMAST-Weekday-17,14:26:00,14:26:00,4531,42,0,0
20816827-2013-COMBMAST-Weekday-17,14:32:00,14:32:00,4531,20,0,0
20808186-2013-COMBMAST-Weekday-17,14:34:00,14:34:00,4531,5,0,0
20816904-2013-COMBMAST-Weekday-17,14:40:00,14:40:00,4531,38,0,0
20816088-2013-COMBMAST-Weekday-17,14:42:00,14:42:00,4531,20,0,0
20808752-2013-COMBMAST-Weekday-17,14:44:00,14:44:00,4531,44,0,0
20816650-2013-COMBMAST-Weekday-17,14:46:00,14:46:00,4531,41,0,0
20816665-2013-COMBMAST-Weekday-17,14:49:00,14:49:00,4531,5,0,0
20808333-2013-COMBMAST-Weekday-17,14:50:00,14:50:00,4531,20,0,0
20808922-2013-COMBMAST-Weekday-17,14:52:00,14:52:00,4531,31,0,0
20807536-2013-COMBMAST-Weekday-17,14:53:00,14:53:00,4531,6,0,0
20808379-2013-COMBMAST-Weekday-17,14:53:00,14:53:00,4531,31,0,0
20816623-2013-COMBMAST-Weekday-17,14:56:00,14:56:00,4531,42,0,0
20809148-2013-COMBMAST-Weekday-17,15:00:00,15:00:00,4531,27,0,0
20808893-2013-COMBMAST-Weekday-17,15:04:00,15:04:00,4531,5,0,0
20808247-2013-COMBMAST-Weekday-17,15:05:00,15:05:00,4531,20,0,0
20807590-2013-COMBMAST-Weekday-17,15:11:00,15:11:00,4531,38,0,0
20808315-2013-COMBMAST-Weekday-17,15:15:00,15:15:00,4531,44,0,0
20808435-2013-COMBMAST-Weekday-17,15:18:00,15:18:00,4531,41,0,0
20807440-2013-COMBMAST-Weekday-17,15:19:00,15:19:00,4531,5,0,0
20816961-2013-COMBMAST-Weekday-17,15:22:00,15:22:00,4531,20,0,0
20807404-2013-COMBMAST-Weekday-17,15:23:00,15:23:00,4531,31,0,0
20808531-2013-COMBMAST-Weekday-17,15:23:00,15:23:00,4531,31,0,0
20808069-2013-COMBMAST-Weekday-17,15:24:00,15:24:00,4531,6,0,0
20808300-2013-COMBMAST-Weekday-17,15:29:00,15:29:00,4531,42,0,0
20816942-2013-COMBMAST-Weekday-17,15:34:00,15:34:00,4531,5,0,0
20807392-2013-COMBMAST-Weekday-17,15:37:00,15:37:00,4531,20,0,0
20808076-2013-COMBMAST-Weekday-17,15:39:00,15:39:00,4531,20,0,0
20807506-2013-COMBMAST-Weekday-17,15:42:00,15:42:00,4531,27,0,0
20816107-2013-COMBMAST-Weekday-17,15:42:00,15:42:00,4531,31,0,0
20816096-2013-COMBMAST-Weekday-17,15:44:00,15:44:00,4531,38,0,0
20808109-2013-COMBMAST-Weekday-17,15:48:00,15:48:00,4531,31,0,0
20808703-2013-COMBMAST-Weekday-17,15:48:00,15:48:00,4531,44,0,0
20815950-2013-COMBMAST-Weekday-17,15:49:00,15:49:00,4531,5,0,0
20808290-2013-COMBMAST-Weekday-17,15:51:00,15:51:00,4531,41,0,0
20807857-2013-COMBMAST-Weekday-17,15:52:00,15:52:00,4531,20,0,0
20808102-2013-COMBMAST-Weekday-17,15:54:00,15:54:00,4531,6,0,0
20807480-2013-COMBMAST-Weekday-17,16:00:00,16:00:00,4531,42,0,0
20808821-2013-COMBMAST-Weekday-17,16:04:00,16:04:00,4531,5,0,0
20808328-2013-COMBMAST-Weekday-17,16:07:00,16:07:00,4531,20,0,0
20817322-2013-COMBMAST-Weekday-17,16:07:00,16:07:00,4531,27,0,0
20808114-2013-COMBMAST-Weekday-17,16:09:00,16:09:00,4531,20,0,0
20808092-2013-COMBMAST-Weekday-17,16:12:00,16:12:00,4531,31,0,0
20807935-2013-COMBMAST-Weekday-17,16:14:00,16:14:00,4531,38,0,0
20808773-2013-COMBMAST-Weekday-17,16:17:00,16:17:00,4531,31,0,0
20808881-2013-COMBMAST-Weekday-17,16:18:00,16:18:00,4531,44,0,0
20807759-2013-COMBMAST-Weekday-17,16:19:00,16:19:00,4531,5,0,0
20816970-2013-COMBMAST-Weekday-17,16:21:00,16:21:00,4531,41,0,0
20808241-2013-COMBMAST-Weekday-17,16:24:00,16:24:00,4531,6,0,0
20816060-2013-COMBMAST-Weekday-17,16:24:00,16:24:00,4531,20,0,0
20815558-2013-COMBMAST-Weekday-17,16:28:00,16:28:00,4531,2,0,0
20815965-2013-COMBMAST-Weekday-17,16:29:00,16:29:00,4531,2,0,0
20809027-2013-COMBMAST-Weekday-17,16:31:00,16:31:00,4531,42,0,0
20815542-2013-COMBMAST-Weekday-17,16:32:00,16:32:00,4531,2,0,0
20807608-2013-COMBMAST-Weekday-17,16:34:00,16:34:00,4531,5,0,0
20808065-2013-COMBMAST-Weekday-17,16:34:00,16:34:00,4531,31,0,0
20807694-2013-COMBMAST-Weekday-17,16:37:00,16:37:00,4531,20,0,0
20807745-2013-COMBMAST-Weekday-17,16:37:00,16:37:00,4531,2,0,0
20808609-2013-COMBMAST-Weekday-17,16:37:00,16:37:00,4531,31,0,0
20807380-2013-COMBMAST-Weekday-17,16:39:00,16:39:00,4531,20,0,0
20816342-2013-COMBMAST-Weekday-17,16:42:00,16:42:00,4531,2,0,0
20808362-2013-COMBMAST-Weekday-17,16:44:00,16:44:00,4531,38,0,0
20808283-2013-COMBMAST-Weekday-17,16:45:00,16:45:00,4531,27,0,0
20816002-2013-COMBMAST-Weekday-17,16:45:00,16:45:00,4531,2,0,0
20815169-2013-COMBMAST-Weekday-17,16:47:00,16:47:00,4531,2,0,0
20817490-2013-COMBMAST-Weekday-17,16:47:00,16:47:00,4531,31,0,0
20817359-2013-COMBMAST-Weekday-17,16:48:00,16:48:00,4531,44,0,0
20817170-2013-COMBMAST-Weekday-17,16:49:00,16:49:00,4531,5,0,0
20817144-2013-COMBMAST-Weekday-17,16:51:00,16:51:00,4531,41,0,0
20817202-2013-COMBMAST-Weekday-17,16:53:00,16:53:00,4531,20,0,0
20808396-2013-COMBMAST-Weekday-17,16:54:00,16:54:00,4531,6,0,0
20808793-2013-COMBMAST-Weekday-17,16:54:00,16:54:00,4531,31,0,0
20809092-2013-COMBMAST-Weekday-17,16:54:00,16:54:00,4531,2,0,0
20815266-2013-COMBMAST-Weekday-17,16:57:00,16:57:00,4531,2,0,0
20815828-2013-COMBMAST-Weekday-17,16:57:00,16:57:00,4531,2,0,0
20815199-2013-COMBMAST-Weekday-17,16:59:00,16:59:00,4531,2,0,0
20816143-2013-COMBMAST-Weekday-17,16:59:00,16:59:00,4531,38,0,0
20815255-2013-COMBMAST-Weekday-17,17:02:00,17:02:00,4531,2,0,0
20816155-2013-COMBMAST-Weekday-17,17:02:00,17:02:00,4531,2,0,0
20815402-2013-COMBMAST-Weekday-17,17:04:00,17:04:00,4531,2,0,0
20816228-2013-COMBMAST-Weekday-17,17:04:00,17:04:00,4531,5,0,0
20817308-2013-COMBMAST-Weekday-17,17:06:00,17:06:00,4531,20,0,0
20808070-2013-COMBMAST-Weekday-17,17:07:00,17:07:00,4531,31,0,0
20815298-2013-COMBMAST-Weekday-17,17:07:00,17:07:00,4531,2,0,0
20815989-2013-COMBMAST-Weekday-17,17:07:00,17:07:00,4531,2,0,0
20817460-2013-COMBMAST-Weekday-17,17:09:00,17:09:00,4531,20,0,0
20815364-2013-COMBMAST-Weekday-17,17:10:00,17:10:00,4531,27,0,0
20808445-2013-COMBMAST-Weekday-17,17:11:00,17:11:00,4531,2,0,0
20815228-2013-COMBMAST-Weekday-17,17:12:00,17:12:00,4531,2,0,0
20816014-2013-COMBMAST-Weekday-17,17:12:00,17:12:00,4531,2,0,0
20817238-2013-COMBMAST-Weekday-17,17:13:00,17:13:00,4531,20,0,0
20809073-2013-COMBMAST-Weekday-17,17:14:00,17:14:00,4531,2,0,0
20815413-2013-COMBMAST-Weekday-17,17:17:00,17:17:00,4531,2,0,0
20817173-2013-COMBMAST-Weekday-17,17:18:00,17:18:00,4531,2,0,0
20817387-2013-COMBMAST-Weekday-17,17:18:00,17:18:00,4531,44,0,0
20815319-2013-COMBMAST-Weekday-17,17:19:00,17:19:00,4531,5,0,0
20815258-2013-COMBMAST-Weekday-17,17:21:00,17:21:00,4531,2,0,0
20817403-2013-COMBMAST-Weekday-17,17:22:00,17:22:00,4531,31,0,0
20809022-2013-COMBMAST-Weekday-17,17:24:00,17:24:00,4531,6,0,0
20815240-2013-COMBMAST-Weekday-17,17:24:00,17:24:00,4531,38,0,0
20817327-2013-COMBMAST-Weekday-17,17:26:00,17:26:00,4531,20,0,0
20815426-2013-COMBMAST-Weekday-17,17:27:00,17:27:00,4531,2,0,0
20815528-2013-COMBMAST-Weekday-17,17:27:00,17:27:00,4531,2,0,0
20808103-2013-COMBMAST-Weekday-17,17:29:00,17:29:00,4531,31,0,0
20815225-2013-COMBMAST-Weekday-17,17:29:00,17:29:00,4531,41,0,0
20817268-2013-COMBMAST-Weekday-17,17:32:00,17:32:00,4531,2,0,0
20808952-2013-COMBMAST-Weekday-17,17:33:00,17:33:00,4531,20,0,0
20808651-2013-COMBMAST-Weekday-17,17:34:00,17:34:00,4531,5,0,0
20815105-2013-COMBMAST-Weekday-17,17:34:00,17:34:00,4531,2,0,0
20817406-2013-COMBMAST-Weekday-17,17:34:00,17:34:00,4531,2,0,0
20807781-2013-COMBMAST-Weekday-17,17:37:00,17:37:00,4531,31,0,0
20808193-2013-COMBMAST-Weekday-17,17:37:00,17:37:00,4531,2,0,0
20815114-2013-COMBMAST-Weekday-17,17:37:00,17:37:00,4531,2,0,0
20807538-2013-COMBMAST-Weekday-17,17:39:00,17:39:00,4531,20,0,0
20815499-2013-COMBMAST-Weekday-17,17:39:00,17:39:00,4531,2,0,0
20815928-2013-COMBMAST-Weekday-17,17:40:00,17:40:00,4531,27,0,0
20808472-2013-COMBMAST-Weekday-17,17:41:00,17:41:00,4531,2,0,0
20817286-2013-COMBMAST-Weekday-17,17:42:00,17:42:00,4531,2,0,0
20815367-2013-COMBMAST-Weekday-17,17:44:00,17:44:00,4531,38,0,0
20815506-2013-COMBMAST-Weekday-17,17:46:00,17:46:00,4531,20,0,0
20817555-2013-COMBMAST-Weekday-17,17:46:00,17:46:00,4531,2,0,0
20808858-2013-COMBMAST-Weekday-17,17:47:00,17:47:00,4531,31,0,0
20815473-2013-COMBMAST-Weekday-17,17:47:00,17:47:00,4531,2,0,0
20815335-2013-COMBMAST-Weekday-17,17:48:00,17:48:00,4531,44,0,0
20817504-2013-COMBMAST-Weekday-17,17:49:00,17:49:00,4531,5,0,0
20815636-2013-COMBMAST-Weekday-17,17:50:00,17:50:00,4531,12,0,0
20808188-2013-COMBMAST-Weekday-17,17:54:00,17:54:00,4531,31,0,0
20816197-2013-COMBMAST-Weekday-17,17:54:00,17:54:00,4531,2,0,0
20808274-2013-COMBMAST-Weekday-17,17:55:00,17:55:00,4531,6,0,0
20808795-2013-COMBMAST-Weekday-17,17:57:00,17:57:00,4531,2,0,0
20809030-2013-COMBMAST-Weekday-17,17:57:00,17:57:00,4531,12,0,0
20817375-2013-COMBMAST-Weekday-17,17:57:00,17:57:00,4531,2,0,0
20808209-2013-COMBMAST-Weekday-17,18:01:00,18:01:00,4531,20,0,0
20809011-2013-COMBMAST-Weekday-17,18:02:00,18:02:00,4531,31,0,0
20808177-2013-COMBMAST-Weekday-17,18:03:00,18:03:00,4531,20,0,0
20808633-2013-COMBMAST-Weekday-17,18:03:00,18:03:00,4531,42,0,0
20815591-2013-COMBMAST-Weekday-17,18:06:00,18:06:00,4531,20,0,0
20817513-2013-COMBMAST-Weekday-17,18:08:00,18:08:00,4531,5,0,0
20815417-2013-COMBMAST-Weekday-17,18:10:00,18:10:00,4531,38,0,0
20816324-2013-COMBMAST-Weekday-17,18:10:00,18:10:00,4531,27,0,0
20809012-2013-COMBMAST-Weekday-17,18:11:00,18:11:00,4531,2,0,0
20816049-2013-COMBMAST-Weekday-17,18:14:00,18:14:00,4531,2,0,0
20815456-2013-COMBMAST-Weekday-17,18:15:00,18:15:00,4531,44,0,0
20815481-2013-COMBMAST-Weekday-17,18:20:00,18:20:00,4531,41,0,0
20815579-2013-COMBMAST-Weekday-17,18:21:00,18:21:00,4531,31,0,0
20816122-2013-COMBMAST-Weekday-17,18:23:00,18:23:00,4531,5,0,0
20816280-2013-COMBMAST-Weekday-17,18:23:00,18:23:00,4531,20,0,0
20807512-2013-COMBMAST-Weekday-17,18:25:00,18:25:00,4531,6,0,0
20815526-2013-COMBMAST-Weekday-17,18:29:00,18:29:00,4531,42,0,0
20808722-2013-COMBMAST-Weekday-17,18:35:00,18:35:00,4531,20,0,0
20808537-2013-COMBMAST-Weekday-17,18:37:00,18:37:00,4531,31,0,0
20808072-2013-COMBMAST-Weekday-17,18:38:00,18:38:00,4531,5,0,0
20815857-2013-COMBMAST-Weekday-17,18:41:00,18:41:00,4531,38,0,0
20808755-2013-COMBMAST-Weekday-17,18:42:00,18:42:00,4531,31,0,0
20817575-2013-COMBMAST-Weekday-17,18:47:00,18:47:00,4531,41,0,0
20815064-2013-COMBMAST-Weekday-17,18:50:00,18:50:00,4531,20,0,0
20808179-2013-COMBMAST-Weekday-17,18:52:00,18:52:00,4531,20,0,0
20816215-2013-COMBMAST-Weekday-17,18:55:00,18:55:00,4531,42,0,0
20816310-2013-COMBMAST-Weekday-17,18:55:00,18:55:00,4531,6,0,0
20815911-2013-COMBMAST-Weekday-17,18:57:00,18:57:00,4531,31,0,0
20809000-2013-COMBMAST-Weekday-17,19:01:00,19:01:00,4531,20,0,0
20816276-2013-COMBMAST-Weekday-17,19:02:00,19:02:00,4531,27,0,0
20815992-2013-COMBMAST-Weekday-17,19:08:00,19:08:00,4531,5,0,0
20816069-2013-COMBMAST-Weekday-17,19:08:00,19:08:00,4531,38,0,0
20807464-2013-COMBMAST-Weekday-17,19:12:00,19:12:00,4531,31,0,0
20808981-2013-COMBMAST-Weekday-17,19:13:00,19:13:00,4531,12,0,0
20815959-2013-COMBMAST-Weekday-17,19:16:00,19:16:00,4531,20,0,0
20807594-2013-COMBMAST-Weekday-17,19:21:00,19:21:00,4531,12,0,0
20816126-2013-COMBMAST-Weekday-17,19:31:00,19:31:00,4531,20,0,0
20807432-2013-COMBMAST-Weekday-17,19:38:00,19:38:00,4531,5,0,0
20807975-2013-COMBMAST-Weekday-17,19:43:00,19:43:00,4531,12,0,0
20810251-2013-COMBMAST-Weekday-17,19:44:00,19:44:00,4531,12,0,0
20809041-2013-COMBMAST-Weekday-17,19:52:00,19:52:00,4531,20,0,0
20808736-2013-COMBMAST-Weekday-17,19:56:00,19:56:00,4531,31,0,0
20815632-2013-COMBMAST-Weekday-17,19:58:00,19:58:00,4531,12,0,0
20815705-2013-COMBMAST-Weekday-17,19:58:00,19:58:00,4531,27,0,0
20808420-2013-COMBMAST-Weekday-17,20:08:00,20:08:00,4531,5,0,0
20807783-2013-COMBMAST-Weekday-17,20:13:00,20:13:00,4531,31,0,0
20808711-2013-COMBMAST-Weekday-17,20:13:00,20:13:00,4531,12,0,0
20815048-2013-COMBMAST-Weekday-17,20:28:00,20:28:00,4531,12,0,0
20816204-2013-COMBMAST-Weekday-17,20:38:00,20:38:00,4531,5,0,0
20807625-2013-COMBMAST-Weekday-17,20:43:00,20:43:00,4531,12,0,0
20808106-2013-COMBMAST-Weekday-17,20:52:00,20:52:00,4531,20,0,0
20816103-2013-COMBMAST-Weekday-17,20:56:00,20:56:00,4531,31,0,0
20808229-2013-COMBMAST-Weekday-17,20:58:00,20:58:00,4531,12,0,0
20816013-2013-COMBMAST-Weekday-17,20:58:00,20:58:00,4531,27,0,0
20808474-2013-COMBMAST-Weekday-17,21:08:00,21:08:00,4531,5,0,0
20808655-2013-COMBMAST-Weekday-17,21:12:00,21:12:00,4531,31,0,0
20815656-2013-COMBMAST-Weekday-17,21:13:00,21:13:00,4531,12,0,0
20808884-2013-COMBMAST-Weekday-17,21:28:00,21:28:00,4531,12,0,0
20809034-2013-COMBMAST-Weekday-17,21:38:00,21:38:00,4531,5,0,0
20807494-2013-COMBMAST-Weekday-17,21:43:00,21:43:00,4531,12,0,0
20815849-2013-COMBMAST-Weekday-17,21:52:00,21:52:00,4531,20,0,0
20815929-2013-COMBMAST-Weekday-17,21:56:00,21:56:00,4531,31,0,0
20816140-2013-COMBMAST-Weekday-17,21:58:00,21:58:00,4531,12,0,0
20816179-2013-COMBMAST-Weekday-17,21:58:00,21:58:00,4531,27,0,0
20815130-2013-COMBMAST-Weekday-17,22:08:00,22:08:00,4531,5,0,0
20808506-2013-COMBMAST-Weekday-17,22:12:00,22:12:00,4531,31,0,0
20807928-2013-COMBMAST-Weekday-17,22:13:00,22:13:00,4531,12,0,0
20816357-2013-COMBMAST-Weekday-17,22:28:00,22:28:00,4531,12,0,0
20816281-2013-COMBMAST-Weekday-17,22:38:00,22:38:00,4531,5,0,0
20808865-2013-COMBMAST-Weekday-17,22:43:00,22:43:00,4531,12,0,0
20816244-2013-COMBMAST-Weekday-17,22:49:00,22:49:00,4531,31,0,0
20807435-2013-COMBMAST-Weekday-17,22:52:00,22:52:00,4531,20,0,0
20808039-2013-COMBMAST-Weekday-17,22:58:00,22:58:00,4531,27,0,0
20815822-2013-COMBMAST-Weekday-17,22:58:00,22:58:00,4531,12,0,0
20809123-2013-COMBMAST-Weekday-17,23:08:00,23:08:00,4531,5,0,0
20815685-2013-COMBMAST-Weekday-17,23:12:00,23:12:00,4531,31,0,0
20808521-2013-COMBMAST-Weekday-17,23:13:00,23:13:00,4531,12,0,0
20816318-2013-COMBMAST-Weekday-17,23:28:00,23:28:00,4531,12,0,0
20811847-2013-COMBSVac-Weekday-08,6:17:00,6:17:00,4531,12,0,0
20811841-2013-COMBSVac-Weekday-08,6:29:00,6:29:00,4531,42,0,0
20811876-2013-COMBSVac-Weekday-08,6:30:00,6:30:00,4531,5,0,0
20916003-2013-COMBSVac-Weekday-08,6:35:00,6:35:00,4531,20,0,0
20811846-2013-COMBSVac-Weekday-08,6:36:00,6:36:00,4531,31,0,0
20811867-2013-COMBSVac-Weekday-08,6:40:00,6:40:00,4531,12,0,0
